AccessionNumber,ExpeditionKeyword,GlobalID,Taxon,Date,CollectorName,CollectionNumber,OtherCollectors,Provenance,DescriptionOfSpecies,MaterialType,SampledPopulationSize,SampledAreaWidth,SampledAreaLength,SampledAreaUnit,NumberofIndividualsSampled,NumberofSamplesPerIndividual,SamplingMethod,NumberofVouchers,NumberofDNASpecimens,AssociatedSpecies,Country,StateProvince,CountyDistrict,CollectionLocality,LocationDetails,DDLatitude,DDLongitude,GPSAccuracy,Altitude,AltitudeUnit,GeocodeMethod,PropertyOwnershipType,PropertyContactInfo,HabitatGroup,Habitat,SoilTexture,Slope,Exposure,Aspect,PhenologyofPopulation,NotesonHabitatorSoil,OtherCollectionInformation,MotherPlantNum
2021-1865,2021 Collections Development MO,{3F6313F7-20C6-4114-997C-C84EE35FA691},Verbena hastata,5-Oct-21,"Engelhardt, Meg",1061,"Katie Pittman, Steve Turner, Alan Brant",Wild,,Seed,101-500,60,70,meters,100,many,Bulk,,,"Lycopus americana, Bidens aristosa, Eupatorium serotinum, Symphyotrichum sp., Ludwigia alternifolia",United States,Missouri,Wayne,Duck Creek Conservation Area,"4.6 Mi SW Arab, MO. 1/4 mi E of Mo-513. Wet fields 0.5mi W of McGee Creek.",37.04938,-90.13989,,109,Meters,GPS,State,Missouri Department of Conservation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Semi shade,,,,,
2021-1866,2021 Collections Development MO,{4FE144E3-42E9-4652-BEBF-64F0E715C35A},Bidens aristosa,5-Oct-21,"Engelhardt, Meg",1062,"Katie Pittman, Steve Turner, Alan Brant",Wild,,Seed,101-500,60,70,meters,50,many,Bulk,,,"Lycopus americana, Verbesena hastata, Eupatorium serotinum, Symphyotrichum sp., Ludwigia alternifolia",United States,Missouri,Wayne,Duck Creek Conservation Area,"4.6 Mi SW Arab, MO. 1/4 mi E of Mo-513. Wet fields 0.5mi W of McGee Creek.",37.04937,-90.13971,,108,Meters,GPS,State,Missouri Department of Conservation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Semi shade,,,,,
2021-1867,2021 Collections Development MO,{853AC59C-7CF8-4C5A-B09E-B56A6BBE9E6B},Conoclinium coelestinum,5-Oct-21,"Engelhardt, Meg",1063,"Katie Pittman, Steve Turner, Alan Brant",Wild,,Seed,Nov-50,10,10,meters,10,many,Bulk,,,"Lycopus americana, Eupatorium serotinum, Symphyotrichum sp., Ludwigia alternifolia",United States,Missouri,Wayne,Duck Creek Conservation Area,"4.6 Mi SW Arab, MO. 1/4 mi E of Mo-513. Wet fields 0.5mi W of McGee Creek.",37.04954,-90.14022,,109,Meters,GPS,State,Missouri Department of Conservation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Semi shade,,,,,
2021-1868,2021 Collections Development MO,{38C4E44F-A7F5-4D78-9359-C17A2AD58C69},Rorippa sessiliflora,5-Oct-21,"Engelhardt, Meg",1064,"Katie Pittman, Steve Turner, Alan Brant",Wild,,Seed,51-100,15,1,meters,25,many,Bulk,,,"Phyllanthus caroliniensis, Hypericum mutilum",United States,Missouri,Wayne,Duck Creek Conservation Area,"4.6 Mi SW Arab, MO. 1/4 mi E of Mo-513. Wet fields 0.5mi W of McGee Creek.",37.04953,-90.14014,,109,Meters,GPS,State,Missouri Department of Conservation,"Grasslands and lands dominated by forbs, mosses or lichens",Seasonally wet and wet grasslands,,,Semi shade,,,Mesic depression along gravel lane.,,
2021-1872,Missouri 2017,,Maclura pomifera,25-Sep-17,"Dowell, Robert",ARMOE-032,"Woodruff, Kea",Wild,,Plant,,,,,,,,,,,United States,Missouri,Taney,"Hilda, Along Cane Creek, 300 ft SE of confluence with Beaver Creek, near Cross Timber Rd., Mark Twain National Forest",,36.68458,-92.98297,,212,Meters,,,,,,,,,,,,,
2021-1945,Missouri 2020,,Physalis angulata,24-Aug-20,"Turner, Steve R.",S21-002,Alan Brant,Wild,Plants perennial. Corollas with deep purple throats. Fruiting calyces weakly 10-ribbed.,Seed,,,,,26,,Bulk,,,"Solanum sarrachoides, Melothria pendula, Dioda teres, Mollugo verticillata, Euphorbia corollata, Euphorbia nutans, Setaria glauca, Phytolacca americana, Smilax sp.",United States,Missouri,Wayne,Roadside.,East side of Hwy TT immediately north of intersection with Hwy Z.,37.04965,-90.18982,,459,Feet,,State,Missouri Department of Transportation,,,,,Full sun,,,,,
2021-1946,2021 Collections Development MO,,Agalinis heterophylla,11-Oct-21,"Brant, Alan",,,Wild,"Corolla pale lavender-pink, spotted internally.",Seed,101-500,,,,,,Bulk,1,,,United States,Missouri,Bollinger,Lee property.,About 2 miles south of State Hwy. 34 on County Rd. 512: Remnant savanna east of road and on Clayton Lee property west of road.,37.25393,-90.08404,,210,Meters,,Private,"Clayton Lee, Jr.","Grasslands and lands dominated by forbs, mosses or lichens",Dry grasslands,,,Full sun,,,Lightly grazed and infrequently disced pasture/upland prairie remnant. Dry-mesic clay loam.,,
2021-1974,Missouri 2017,,Allium stellatum,25-Nov-17,,,,Wild,,Plant,,,,,,,,,,,United States,Missouri,,Morton Bluff,,,,,,,,,,,,,,,,,,,
2021-2009,2021 Collections Development MO,,Allium stellatum,19-Oct-21,"Schnurbusch, Taylor",,,Wild,,Seed,,,,,,,Bulk,,,,United States,Missouri,Franklin,Trial Garden Sun-E,,,,,,,,,,,,,,,,,,,
2021-2058,2021 Collections Development MO,{63BBC906-3633-4CC9-9FDB-973318F76A97},Quercus shumardii,2-Nov-21,"Sanders, Alanna",237,"William Desch, Dan Schachner",Wild,"Large trees, one to about 70', most leaves with 7 lobes and bases nearly truncate on larger leaves.",Seed,101-500,,,,2,15 seeds,Bulk,0,0,"Lonicera maackii, Cercis canadensis, Quercus rubra, Quercus velutina, Quercus sp., Carya sp., Parthenocissus quinquefolia",United States,Missouri,Lincoln,Cuivre River State Park,Either side of MO-147.,38.99602,-90.9074,1,122,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",Broadleaved deciduous woodland,,0,Full sun,,,,Acorns collected from the ground.,
2021-2059,2021 Collections Development MO,{1C66901B-03A5-40E1-BA04-81F7B9C061FF},Quercus imbricaria,2-Nov-21,"Sanders, Alanna",238,"William Desch, Dan Schachner",Wild,"Leaves simple, alternate, margins entire, bristle-tipped, shiny, elliptical, leathery. Acorn cup bowl-shaped.",Seed,101-500,,,,3,sev,Bulk,0,0,"Quercus bicolor, Quercus palustris, Quercus sp., Carya sp., Juniperus virginiana, Robinia pseudoacacia",United States,Missouri,Lincoln,Cuivre River State Park,"Roadside, Frenchman's Bluff Rd., across from soybean field.",39.00377,-90.93236,1,114,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",,,0,Full sun,,,,Acorns collected from the ground.,
2021-2060,2021 Collections Development MO,{FE9F8B15-4F01-46A2-A8A2-AD1F9FE7DCE5},Quercus rubra,2-Nov-21,"Sanders, Alanna",239,"William Desch, Dan Schachner",Wild,"Most leaves widest above the middle, shiny vertical streaks on bark, typical of Q. rubra.",Seed,101-500,,,,3,sev,Bulk,0,0,"Quercus bicolor, Quercus palustris, Quercus spp., Carya ovata var. ovata",United States,Missouri,Lincoln,Cuivre River State Park,Picnic area,39.00971,-90.9396,1,132,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",,,0,Full sun,,,,Acorns collected from the ground.,
2021-2061,2021 Collections Development MO,{A96B5332-9C30-49D0-B9E1-140EA8EEABD9},Carya ovata var. ovata,2-Nov-21,"Sanders, Alanna",240,"William Desch, Dan Schachner",Wild,"Leaves pinnately compound, alternate, serrate margins, usually 5 leaflets. Conpicuously shaggy bark.",Seed,101-500,,,,5,sev,Bulk,0,0,"Quercus bicolor, Quercus palustris, Quercus rubra",United States,Missouri,Lincoln,Cuivre River State Park,Picnic area,39.01003,-90.93971,1,133,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",,,0,Full sun,,,,Nuts collected from the ground.,
2021-2062,2021 Collections Development MO,{98B39C7B-0407-4AE4-930F-DBD143D8093E},Quercus stellata,2-Nov-21,"Sanders, Alanna",241,"William Desch, Dan Schachner",Wild,"A white oak, leaves 3- to 5-lobed, with middle lobes largest. Small acorns, 1/2-1"" long.",Seed,51-100,,,,3,sev,Bulk,0,0,"Quercus velutina, Quercus marilandica, Carya spp.",United States,Missouri,Lincoln,Cuivre River State Park,"Roadside, across from Dry Branch Prairie.",39.04443,-90.92323,1,174,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",,,0,Full sun,,,,Acorns collected from the ground.,
2021-2063,2021 Collections Development MO,{B023065D-B1BD-4FE7-A7ED-664C8A03E8FB},Quercus velutina,2-Nov-21,"Sanders, Alanna",242,"William Desch, Dan Schachner",Wild,"A red oak, trees about 60-70' tall. Leaves leathery with 5-7 lobes. Acorn cup enclosing at least 1/3 of the nut, acorns striped.",Seed,101-500,,,,5,sev,Bulk,0,0,"Quercus stellata, Quercus marilandica, Carya spp.",United States,Missouri,Lincoln,Cuivre River State Park,"Roadside, next to Dry Branch Prairie.",39.04433,-90.923,1,176,Meters,GPS,State,Missouri Department of Natural Resources,"Grasslands and lands dominated by forbs, mosses or lichens",Sparsely wooded grasslands,,0,Full sun,,,,Acorns collected from the tree and from the ground.,
2021-2064,2021 Collections Development MO,{66D8C239-9ED7-428D-9F72-34018301A73B},Quercus marilandica,2-Nov-21,"Sanders, Alanna",243,"William Desch, Dan Schachner",Wild,"A red oak, to about 40' tall. Leaf blades leathery, with 3 lobes or unlobed, in an overall T shape or triangular. Acorn cup with a dinstinct rounded rim.",Seed,51-100,,,,5,sev,Bulk,0,0,"Quercus velutina, Quercus stellata, Carya spp.",United States,Missouri,Lincoln,Cuivre River State Park,"Roadside, next to Dry Branch Prairie.",39.04397,-90.92273,1,177,Meters,GPS,State,Missouri Department of Natural Resources,"Grasslands and lands dominated by forbs, mosses or lichens",Sparsely wooded grasslands,,0,Full sun,,,,Acorns collected from the tree.,
2021-2065,2021 Collections Development MO,{DFB4A42E-69E0-4C2B-80B9-964E547C889D},Agalinis auriculata,2-Nov-21,"Sanders, Alanna",244,"William Desch, Dan Schachner",Wild,"Dark, narrow stems with white hairs. Fruit a glabrous lighter brown dehiscent capsule, partially enclosed by prominent darker brown sepals with long white hairs.",Seed,>500,15,15,meters,100,10 capsules,Bulk,0,0,"Liatris sp., Solidago sp., Schizachyrium scoparium, Rudbeckia subtomentosa, Lespedeza sp.",United States,Missouri,Lincoln,Cuivre River State Park,Dry Branch Prairie.,39.04442,-90.92168,1,172,Meters,GPS,State,Missouri Department of Natural Resources,"Grasslands and lands dominated by forbs, mosses or lichens",Mesic grasslands,,0,Full sun,,,Mesic prairie,,
2021-2066,2021 Collections Development MO,{C2B09AA3-8963-493D-9BC2-BD1C491D3281},Quercus palustris,2-Nov-21,"Sanders, Alanna",245,"William Desch, Dan Schachner",Wild,"A red oak to about 70' tall. Leaves with deeply incised C-shaped sinuses, and conspicuously smaller overall leaf than other red oaks in the area with similar leaf shape. Acorns nearly spherical, about 1/2 inch diameter.",Seed,101-500,,,,5,sev,Bulk,0,0,"Quercus rubra, Quercus velutina, Juniperus virginiana",United States,Missouri,Lincoln,Cuivre River State Park,Adjascent to parking area,39.03117,-90.91402,1,166,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",,,0,Full sun,,,,Acorns collected from the ground.,
2021-2067,2021 Collections Development MO,{D48F3210-CD7D-443A-BE54-795750AB7189},Quercus shumardii,2-Nov-21,"Sanders, Alanna",246,"William Desch, Dan Schachner",Wild,"A red oak. This individual about 30'-40' tall. Most leaves with about 9 lobes, base of leaves nearly truncate. The only tree that Bruce Schuette (former Naturalist at Cuivre River State Park) knows of in the Park that is for sure Quercus shumardii.",Seed,51-100,,,,1,sev,Maternal Lines,1,0,"Quercus rubra, Quercus velutina, Juniperus virginiana, Carya spp.",United States,Missouri,Lincoln,Cuivre River State Park,At intersection of Highway 147 (north side) and Walker Road (west side).,39.00343,-90.91245,1,141,Meters,GPS,State,Missouri Department of Natural Resources,"Woodland, forest and other wooded land",,,0,Full sun,,,,Acorns collected from the ground and from the tree.,
2021-2068,2021 Collections Development MO,,Liatris scariosa var. nieuwlandii,27-Oct-21,"Schuette, Bruce",,,Wild,,Seed,,,,,,,Bulk,0,0,,United States,Missouri,Lincoln,Cuivre River State Park,Lakeside,,,,,,,State,Missouri Department of Natural Resources,,,,,,,,,,
2021-2069,2021 Collections Development MO,,Solidago flexicaulis,27-Oct-21,"Schuette, Bruce",,,Wild,,Seed,,,,,100,,Bulk,0,0,,United States,Missouri,Lincoln,Cuivre River State Park,Below Keyhole Bluff,39.0399,-90.93978,,,,,State,Missouri Department of Natural Resources,,,,,,,,,,
2021-2070,2021 Collections Development MO,,Silphium terebinthinaceum,3-Oct-21,"Schuette, Bruce",,,Wild,,Seed,,,,,55,,Bulk,0,0,,United States,Missouri,Polk,Schuette Prairie (southeast of Bolivar),"UTM 469940, 4153010",,,,,,,Non-Profit Protected,Missouri Prairie Foundation,,,,,,,,,,
2021-2119,Arkansas Louisiana Mississippi Fall 2021,,Lycopodiella caroliniana,27-Oct-21,"Chauncey, Jared",169,"David Gunn, Cassandra Van Huss",Wild,"Spikemoss creeping along ground, prostrate.",Cutting,Nov-50,200,200,feet,5,1,Bulk,0,0,"Lycopodiella, Pseudolycopodiella caroliniana, Myrica, Drosera tracyi, Sarracenia alata, Ilex",United States,Mississippi,Harrison,"Desoto ranger district, Desoto national forest","W side MS 15, under powerline  cutout",30.62173,-88.9187,0,10,Meters,google earth,Federal-USFS,"Desoto national forest, Desoto ranger district","Mires, bogs and fens",,,0,Full sun,,,"Other habit types listed: constructed (roadside), woodland","Genera has special obligatory mycorrhizal relationship, requires rooted cutting with soil. require soil present, and need to be watered with ro water or rainwater.",
2021-2123,Arkansas Louisiana Mississippi Fall 2021,,Quercus nigra,29-Oct-21,"Chauncey, Jared",170,"David Gunn, Cassandra Van Huss",Wild,Tree to 50'. Acorn with pinstriping. Bright orange under cap of acorn.,Seed,Nov-50,100,100,feet,1,40,Bulk,3,,"Quercus falcata, Quercus arkansana, Quercus nigra, Ilex americana",United States,Louisiana,Union Parish,"W of Marion, LA. Futch property, at Kowtown raceway by track and concession stand","Futch property, at Kowtown raceway by track and concession stand",32.89152,-92.365,1,33,Meters,GPS,,Nathan Futch 318-548-7962,"Woodland, forest and other wooded land",,,0,Full sun,,,"constructed, woodland",43 acorns collected from tree. 0 floated.,
2021-2124,Arkansas Louisiana Mississippi Fall 2021,,Quercus falcata,29-Oct-21,"Chauncey, Jared",171,"David Gunn, Cassandra Van Huss",Wild,Tree to 60'. some die off on lower limbs. white under cap of acorn.,Seed,Nov-50,100,100,feet,1,30,Bulk,2,0,"Quercus falcata, Quercus arkansana, Quercus nigra, Ilex americana",United States,Louisiana,Union Parish,"Futch property, at Kowtown raceway by track and concession stand",,32.89171,-92.3646,2,34,Meters,GPS,,Nathan Futch 318-548-7962,"Woodland, forest and other wooded land",,,0,Full sun,,,,,
2021-2125,Arkansas Louisiana Mississippi Fall 2021,,Quercus stellata,1-Nov-21,"Chauncey, Jared",174,"David Gunn, Cassandra Van Huss",Wild,Tree to 40'. Twigs of this years growth covered in stellate hairs.,Seed,Nov-50,300,300,feet,3,10,Bulk,3,,"Pinus taeda, Liquidambar styraciflua",United States,Arkansas,Little River,"Millwood state park, AR",Cluster of woods E of playground.,33.68289,-93.9827,5,58,Meters,GPS,State,"Arkansas Department of Parks, Heritage and Tourism. Milwwod state park","Woodland, forest and other wooded land",,,0,Full sun,,,,"Some acorns collected from tree, many from ground. collected 58 acorns, 30 viable, 28 floated.",
2021-2126,Arkansas Louisiana Mississippi Fall 2021,,Quercus texana,2-Nov-21,"Chauncey, Jared",175,"David Gunn, Cassandra Van Huss",Wild,Population of trees to 60'.,Seed,10-Jan,300,300,feet,3,8,Bulk,,,"Quercus alba, Carya sp., Quercus falcata",United States,Arkansas,Hempstead,Hope upland Wildlife management area,in Quercus alba woods near drainage in center of WMA,33.76364,-93.6444,5,93,Meters,GPS,State,"Arkansas Game and Fish Commission, Hope upland WMA","Woodland, forest and other wooded land",,,0,Semi shade,,,,"Acorns bulk collected from ground. 21 acorns collected. 3 viable, 18 floaters. Decay or acorn weevils found in floaters.",
2021-2127,Arkansas Louisiana Mississippi Fall 2021,,Quercus pagoda,2-Nov-21,"Chauncey, Jared",176,"David Gunn, Cassandra Van Huss",Wild,Tree 70' codominate.,Seed,10-Jan,100,100,feet,1,37,Bulk,3,1,Pinus taeda,United States,Arkansas,Hempstead,Hope upland Wildlife management area,Along road in WMA near S gate,33.74472,-93.6472,3,85,Meters,GPS,State,"Arkansas Game and Fish Commission, Hope upland WMA","Woodland, forest and other wooded land",,,0,Full sun,,,open managed quail habitat,"Open habitat mangaed for quail. 37 acorns collected from tree. 36 viable, 1 floater.",
2021-2128,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,27-Oct-21,"Gunn, David",100,"Jared Chauncey, Cassandra Van Huss",Wild,"National champion, approx 80' tall, 120' spread, 5.5' DBH (not exact measurements)",Seed,10-Jan,100,200,feet,1,114,Maternal Lines,4,,"Pyrus sp., Rhododendron sp., Magnolia sp.",United States,Mississippi,Covington,304 S Holly Ave,"South side of Holly Rd., in easement",31.64054,-89.55792,,68,Meters,GPS,Local/Public-Other,"Collins Parks and Rec, Shane Knight 601-517-1457","Constructed, industrial and other artificial habitats",,,5,Full sun,,,"City, sidewalk planting","Easment tree, curb on north side of tree, sidewalk on south (damaged by roots), garden setting on south side.  Placed zinc 2021-1627",840-2021-0014
2021-2129,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,"Gunn, David",101,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent specimen-old metal deer stand on tree,Seed,10-Jan,100,100,feet,1,166,Maternal Lines,3,,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89208,-92.36302,,25,Meters,GPS,Private,Nathan Futch 318-548-7962,"Constructed, industrial and other artificial habitats",,,5,Full sun,,,"Cow Pasture.  Disturbed, compacted.",,
2021-2130,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,102,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent  specimen-Celtis growing at base,Seed,10-Jan,100,100,feet,1,17,Maternal Lines,3,,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89212,-92.36307,,25,Meters,GPS,Private,Nathan Futch 318-548-7962,"Constructed, industrial and other artificial habitats",,,5,Full sun,,,"Cow Pasture.  Disturbed, compacted",,
2021-2131,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,103,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent specimen,Seed,10-Jan,100,100,feet,1,153,Maternal Lines,0,0,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.8922,-92.36298,,28,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,5,Full sun,,,"Cow Pasture. Disturbed, compacted.",,840-2021-0011
2021-2132,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,104,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent specimen-Prunus growing at base,Seed,10-Jan,100,100,feet,1,15,Maternal Lines,3,,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89226,-92.36326,,25,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,5,Full sun,,,"Cow Pasture. Disturbed, compacted.",,
2021-2133,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,105,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent specimen-bee hive at base,Seed,10-Jan,100,100,feet,1,39,Maternal Lines,3,0,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89234,-92.36327,,25,Meters,GPS,Private,Nathan Futch 318-548-7962,Habitat complexes,,,5,Full sun,,,"Cow Pasture.  Disturbed, compacted",,840-2021-0012
2021-2134,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,106,"Jared Chauncey, Cassandra Van Huss",Wild,"Medium-sized decurrent specimen-two large leaders, intertwined with Celtis and Juniper",Seed,10-Jan,100,100,feet,1,6,Maternal Lines,3,,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89236,-92.3632,,25,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,5,Full sun,,,"Cow Pasture. Disturbed, compacted.",,
2021-2135,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,107,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent specimen-Q. alba at base,Seed,10-Jan,100,100,feet,1,24,Maternal Lines,3,,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89231,-92.36312,,26,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,5,Full sun,,,"Cow Pasture. Disturbed, compacted.",,
2021-2136,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,28-Oct-21,David Gunn,108,"Jared Chauncey, Cassandra Van Huss",Wild,Medium-sized decurrent specimen-double leader,Seed,10-Jan,100,100,feet,1,9,Maternal Lines,3,,Erythrina herbacea,United States,Louisiana,Union Parish,Nathan Futch property (Foster Farm),Nathan Futch (Foster Farms) in cow pasture,32.89223,-92.36307,,26,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,5,Full sun,,,"Cow Pasture. Disturbed, compacted.",,
2021-2137,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,109,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen-second tree from south side,Seed,10-Jan,100,100,feet,1,142,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.89085,-92.36449,,34,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,0,Full sun,,,"Spectactor area for Kotown Kartway.  Disturbed, compacted",,840-2021-0013
2021-2138,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,110,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen-some Q. falcata traits,Seed,10-Jan,100,100,feet,1,7,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.89079,-92.3645,,34,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,0,Full sun,,,"Spectactor area for Kotown Kartway.  Disturbed, compacted",,
2021-2139,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,111,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen-3rd tree from the furthest south,Seed,10-Jan,100,100,feet,1,136,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.89093,-92.36458,,34,Meters,GPS,Private,Nathan Futch 318-548-7962,"Grasslands and lands dominated by forbs, mosses or lichens",,,0,Full sun,,,"Spectactor area for Kotown Kartway.  Disturbed, compacted",,
2021-2140,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,112,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen- some Q. marilandica traits,Seed,10-Jan,100,100,feet,1,7,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.89091,-92.36468,,34,Meters,GPS,,Nathan Futch 318-548-7962,"Constructed, industrial and other artificial habitats",,,0,Full sun,,,"Disturbed, compacted.  Spectactor area for Kotown Kartway.",,
2021-2142,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,114,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen- some Q. marilandica traits,Seed,10-Jan,100,100,feet,1,240,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.89142,-92.36463,,32,Meters,GPS,,Nathan Futch 318-548-7962,"Constructed, industrial and other artificial habitats",,,0,Full sun,,,"Disturbed, compacted.  Spectactor area for Kotown Kartway.",,
2021-2143,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,115,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen-some Q. nigra traits,Seed,10-Jan,100,100,feet,1,183,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.8914,-92.36477,,32,Meters,GPS,,Nathan Futch 318-548-7962,,,,0,Full sun,,,"Spectactor area for Kotown Kartway.  Disturbed, compacted.",,
2021-2144,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,116,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen,Seed,10-Jan,100,100,feet,1,82,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.8913,-92.3648,,32,Meters,GPS,,Nathan Futch 318-548-7962,,,,0,Full sun,,,"Spectactor area for Kotown Kartway.  Disturbed, compacted.",,
2021-2145,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,29-Oct-21,David Gunn,117,"Jared Chauncey, Cassandra Van Huss",Wild,Large excurrent specimen-damage on west facing side of trunk,Seed,10-Jan,100,100,feet,1,80,Maternal Lines,3,,Cynodon dactylon,United States,Louisiana,Union Parish,Nathan Futch property (Kowtown Kartway),Nathan Futch property-next to Kowtown Kartway,32.89137,-92.36497,,32,Meters,GPS,,Nathan Futch 318-548-7962,,,,0,Full sun,,,"Spectactor area for Kotown Kartway.  Disturbed, compacted.",,
2021-2146,Arkansas Louisiana Mississippi Fall 2021,,Quercus arkansana,30-Oct-21,David Gunn,118,"Jared Chauncey, Cassandra Van Huss",Wild,"Multi-stem, 30' upright",Seed,Nov-50,50,50,feet,1,4,Maternal Lines,3,,"Yucca, Ilex, Pinus, Juniperus, Callicarpa",United States,Louisiana,Caddo Parish,Caddo Black Bayou,"West of Standard Oil Rd, edge of mowed path",32.99102,-94.01869,,39,Meters,GPS,,Caddo Black Bayou TNC-Dan Webb,"Constructed, industrial and other artificial habitats",,,0,Full sun,,,"Pipeline clearing on edge of woodland.  Mowed, sprayed, disturbed.",,
